word,classification;
enjoy,A1;
disappoint,B1;
fancy,B1;
confuse,B2;
doubt,B2;
draw,B2;
endure,B2;
face,B2;
corrupt,C1;
declaration,C1;
deputy,C1;
coup,C2;
delegation,C2;
defence,C1;
democracy,B2;
daughter,A1;
father,A1;
cousin,A2;
enemy,B1;
companion,B2;
darling,B2;
daughter-in-law,B2;
father-in-law,B2;
company,B2;
divorce,B1;
divorce,B2;
doll,A1;
department store,A2;
contest,B1;
course,B1;
court,B1;
cup,B1;
defeat,B1;
cricket,A2;
defence,B1;
extreme sports,B1;
export,B2;
eliminate,C1;
draw,C1;
DVD,A1;
disk,B1;
document,B1;
download,B1;
drive,B1;
cursor,B2;
database,B2;
desktop,B2;
device,B2;
cookie,C2;
dot,B1;
failure,B2;
crash,B2;
fail,B2;
equip,B2;
driving licence,A2;
crash,B1;
cruise,B1;
crossroads,B2;
cycle,B2;
deck,B2;
customs,B1;
diesel,C1;
departure,B1;
cruise,B2;
commute,C1;
drop,C1;
divert,C2;
company,A2;
day,A2;
employee,B1;
deadline,B2;
deal,B2;
counterpart,C1;
executive,C1;
developer,C2;
duty,B2;
disappearance,B2;
distraction,C1;
disruption,C1;
disadvantage,B1;
discontent,C1;
discrimination,C1;
displacement,C1;
discomfort,C2;
disorder,C2;
discomfort,C1;
disappear,B1;
disappear,B2;
discriminate,C1;
discriminate,C2;
dismiss,C1;
displace,C1;
distort,C1;
discourage,C2;
disqualify,C2;
disturbance,C2;
dominance,C2;
endurance,C2;
disturbance,C1;
consultant,B2;
contestant,C1;
consequence,B2;
convenience,C1;
existence,C1;
difference,C2;
convenience,B2;
existence,B2;
competence,C1;
confidence,C2;
difference,A2;
difference,B1;
driver,A1;
designer,B1;
composer,B2;
container,B2;
counter,B2;
dealer,B2;
determiner,B2;
entertainer,B2;
commander,C2;
crossing,C1;
craving,C2;
cooking,A2;
engineering,B1;
counselling,C2;
drawing,A2;
composition,B1;
conclusion,B1;
direction,B1;
conjunction,B2;
consideration,B2;
demonstration,B2;
explosion,B2;
extension,B2;
complication,C1;
condition,C1;
convention,C1;
equation,C1;
explosion,C1;
conclusion,C2;
consultation,C2;
contradiction,C2;
direction,C2;
concentration,B2;
decoration,B2;
destruction,B2;
expansion,B2;
completion,C1;
conservation,C1;
corruption,C1;
cultivation,C1;
definition,C1;
direction,C1;
distribution,C1;
domination,C1;
erosion,C1;
extinction,C1;
consideration,C2;
distinction,C2;
elimination,C2;
erosion,C2;
connection,B1;
correction,B1;
creation,B2;
depression,B2;
distinction,B2;
donation,B2;
exception,B2;
emission,C1;
evaluation,C1;
exaggeration,C1;
exploration,C1;
concentration,C2;
conception,C2;
confrontation,C2;
conversion,C2;
dentist,A2;
economist,B2;
environmentalist,C1;
facility,B2;
equality,B2;
complexity,C2;
continuity,C2;
credibility,C2;
comparative,A2;
explosive,C2;
development,B2;
development,C2;
darkness,B2;
coolness,C1;
effectiveness,C1;
fairness,C1;
craziness,C2;
consciousness,C1;
doctor,A1;
conductor,B2;
editor,B2;
emperor,C1;
difficulty,B2;
discovery,C1;
enquiry,C2;
difficulty,B1;
country,A1;
credit card,A1;
dance,A1;
date,A1;
day,A1;
email,A1;
end,A1;
example,A1;
factory,A1;
contact,A2;
cook,A2;
corner,A2;
diary,A2;
digital camera,A2;
disco,A2;
discount,A2;
dream,A2;
engine,A2;
engineer,A2;
fact,A2;
fan,A2;
contract,B1;
copy,B1;
count noun,B1;
cover,B1;
crop,B1;
cross,B1;
CV,B1;
dance,B1;
danger,B1;
definite article,B1;
deposit,B1;
detail,B1;
detective,B1;
disc jockey,B1;
DJ,B1;
edge,B1;
embassy,B1;
essay,B1;
event,B1;
expert,B1;
fair,B1;
fan,B1;
fare,B1;
concept,B2;
county,B2;
critic,B2;
debit card,B2;
decade,B2;
dilemma,B2;
diplomat,B2;
dive,B2;
dot,B2;
edge,B2;
electrician,B2;
environment,B2;
equal,B2;
era,B2;
example,B2;
factor,B2;
fate,B2;
comfort,C1;
command,C1;
commodity,C1;
complaint,C1;
component,C1;
criterion,C1;
critic,C1;
cut,C1;
cutback,C1;
debut,C1;
defect,C1;
deficit,C1;
delegate,C1;
deposit,C1;
design,C1;
destiny,C1;
developer,C1;
directory,C1;
divide,C1;
dock,C1;
domain,C1;
draught,C1;
drawback,C1;
dump,C1;
empire,C1;
equivalent,C1;
exhibit,C1;
exterior,C1;
fair,C1;
comeback,C2;
compliment,C2;
constraint,C2;
contact,C2;
corner,C2;
count,C2;
crack,C2;
crackdown,C2;
creep,C2;
cricket,C2;
cushion,C2;
deposit,C2;
descendant,C2;
deterrent,C2;
drain,C2;
echo,C2;
embrace,C2;
enterprise,C2;
entity,C2;
entrance,C2;
dancing,A1;
cycling,A2;
east,A2;
common sense,B1;
cotton,B1;
dirt,B1;
diving,B1;
dust,B1;
economics,B1;
energy,B1;
entrance,B1;
fashion,B1;
commerce,B2;
concrete,B2;
daytime,B2;
demand,B2;
denim,B2;
ease,B2;
efficiency,B2;
electronics,B2;
evidence,B2;
fact,B2;
consent,C1;
contact,C1;
crawl,C1;
daycare,C1;
dedication,C1;
exposure,C1;
comfort,C2;
command,C2;
cutlery,C2;
decay,C2;
dependence,C2;
depth,C2;
desperation,C2;
discretion,C2;
dismay,C2;
distress,C2;
DNA,C2;
doom,C2;
evidence,C2;
December,A1;
evening,A1;
cost,A2;
danger,A2;
fashion,A2;
custom,B1;
death,B1;
decrease,B1;
duty,B1;
effect,B1;
emergency,B1;
comparison,B2;
context,B2;
contrast,B2;
crab,B2;
crisis,B2;
debate,B2;
dialogue,B2;
disaster,B2;
disguise,B2;
error,B2;
evil,B2;
fantasy,B2;
context,C1;
controversy,C1;
deduction,C1;
deficiency,C1;
density,C1;
fabric,C1;
conscience,C2;
deception,C2;
deduction,C2;
deficiency,C2;
denial,C2;
deprivation,C2;
drought,C2;
endeavour,C2;
famine,C2;
earnings,B2;
content,B2;
distance,B2;
downside,C1;
content,C2;
course,C2;
die,A1;
eat,A1;
compete,B1;
concentrate,B1;
cycle,B1;
dive,B1;
exist,B1;
fall,B1;
compete,B2;
correspond,B2;
count,B2;
demonstrate,B2;
differ,B2;
emerge,B2;
comply,C1;
daydream,C1;
deteriorate,C1;
emerge,C1;
exist,C1;
consent,C2;
contrast,C2;
crawl,C2;
develop,C2;
drag,C2;
drift,C2;
experiment,C2;
expire,C2;
fall,C2;
email,A2;
contain,B1;
declare,B1;
delay,B1;
delete,B1;
deserve,B1;
direct,B1;
drag,B1;
employ,B1;
enter,B1;
expect,B1;
commit,B2;
congratulate,B2;
contain,B2;
cost,B2;
cover,B2;
deceive,B2;
declare,B2;
defeat,B2;
divide,B2;
edit,B2;
educate,B2;
enclose,B2;
encounter,B2;
exchange,B2;
expect,B2;
compile,C1;
complicate,C1;
compliment,C1;
concern,C1;
consider,C1;
constitute,C1;
consult,C1;
convey,C1;
cultivate,C1;
cure,C1;
demonstrate,C1;
detect,C1;
determine,C1;
direct,C1;
distribute,C1;
doubt,C1;
draft,C1;
enclose,C1;
enforce,C1;
enrich,C1;
enter,C1;
envisage,C1;
envision,C1;
exceed,C1;
exclude,C1;
exhaust,C1;
fascinate,C1;
commemorate,C2;
commit,C2;
conceal,C2;
confine,C2;
confront,C2;
connect,C2;
constrain,C2;
contain,C2;
contemplate,C2;
contradict,C2;
crave,C2;
cultivate,C2;
curb,C2;
dazzle,C2;
decide,C2;
deduce,C2;
defy,C2;
demolish,C2;
demonstrate,C2;
depict,C2;
devise,C2;
differentiate,C2;
disguise,C2;
display,C2;
disturb,C2;
dread,C2;
drive,C2;
earn,C2;
embarrass,C2;
embody,C2;
emit,C2;
equate,C2;
escape,C2;
execute,C2;
fancy,C2;
cook,A1;
draw,A1;
drive,A1;
download,A2;
dress,A2;
dry,A2;
earn,A2;
enter,A2;
compare,B1;
consider,B1;
dial,B1;
entertain,B1;
exercise,B1;
exit,B1;
explode,B1;
contribute,B2;
cool,B2;
decay,B2;
donate,B2;
double,B2;
escape,B2;
expand,B2;
fade,B2;
conquer,C1;
contradict,C1;
contribute,C1;
deepen,C1;
deliver,C1;
differentiate,C1;
diminish,C1;
dominate,C1;
donate,C1;
exaggerate,C1;
compensate,C2;
convert,C2;
cross,C2;
crumble,C2;
debate,C2;
deepen,C2;
delegate,C2;
dim,C2;
dissolve,C2;
devil,B2;
fantastic,A2;
cool,A2;
empirical,C2;
evidently,B2;
evident,B2;
deceased,C2;
due,C2;
dead,C2;
dead,C1;
faraway,C2;
disabled,B1;
disorganized,B2;
dissatisfied,B2;
disrespectful,C2;
dishonestly,C1;
dishonest,B2;
dislike,B2;
comfortable,A2;
comparable,C1;
comfortable,C2;
comfortable,B1;
enjoyable,B1;
comfortable,B2;
desirable,B2;
cultural,B1;
critical,C2;
dental,B2;
fatal,B2;
facial,C2;
critical,B2;
criminal,B2;
exceptional,B2;
educational,B2;
economical,B2;
environmental,B1;
ecological,B2;
emotional,B2;
cynical,C2;
constitutional,C2;
digital,A2;
digital,B1;
electrical,B1;
dominant,C2;
engaged,B1;
damaged,B1;
decaffeinated,C2;
detached,C1;
depressed,C2;
excited,A1;
confused,B1;
delighted,B1;
disappointed,B1;
embarrassed,B1;
exhausted,B1;
experienced,B1;
concerned,B2;
convinced,B2;
determined,B2;
devoted,B2;
distinguished,B2;
fascinated,B2;
committed,C2;
conceited,C2;
detached,C2;
dignified,C2;
elated,C2;
developed,B2;
divorced,B1;
different,A1;
different,B1;
confident,B1;
competent,C1;
designer,B2;
delightful,B2;
dreadful,B2;
doubtful,B2;
compatible,C2;
compatible,C1;
domestic,B2;
economic,B2;
dynamic,B2;
energetic,B2;
enthusiastic,B2;
democratic,B2;
electric,A2;
electric,B1;
electronic,B1;
disgusting,B1;
exciting,A1;
confusing,B1;
disappointing,B1;
easygoing,B1;
embarrassing,B1;
depressing,B2;
distressing,B2;
encouraging,B2;
exhausting,B2;
fascinating,B2;
developing,B2;
education,B1;
expectation,B2;
corporation,B2;
decorative,B2;
extensive,B2;
creative,B1;
competitive,B2;
cooperative,B2;
decisive,B2;
expressive,C2;
criticize,B2;
especially,A2;
completely,B1;
exactly,B1;
extremely,B1;
consequently,B2;
deeply,B2;
desperately,B2;
entirely,B2;
exactly,B2;
extraordinarily,B2;
fantastically,B2;
exactly,A2;
fairly,B1;
densely,B2;
ecologically,B2;
environmentally,B2;
elegantly,B2;
cowardly,B2;
curiously,B1;
dangerously,B1;
excitedly,B1;
confidently,B2;
creatively,B2;
cruelly,B2;
eagerly,B2;
emotionally,B2;
enthusiastically,B2;
electronically,B2;
conscious,C1;
enormous,B1;
disastrous,C1;
fabulous,C1;
famous,A1;
dangerous,A2;
curious,B1;
conscientious,C1;
courageous,C1;
courteous,C2;
dirty,A2;
curly,B1;
comic,B1;
comedian,B2;
deaf,B1;
dizzy,B2;
dry,C1;
dumb,C1;
eyelash,B2;
complex,C2;
dear,A1;
complete,B1;
down,B1;
far,B2;
dark,A1;
deep,A2;
double,A2;
excellent,A2;
extra,A2;
deep,B1;
equal,B1;
exact,B1;
extraordinary,B1;
FALSE,B1;
decent,B2;
deep,B2;
delicate,B2;
dense,B2;
distant,B2;
entire,B2;
extreme,B2;
FALSE,B2;
dull,C1;
fake,C1;
crisp,C2;
dated,C2;
defective,C2;
desperate,C2;
dry,C2;
elaborate,C2;
down,A1;
down,A2;
else,A2;
elementary,B1;
dairy,B2;
crisp,A2;
downstairs,B1;
downstairs,A2;
complex,C1;
extravagant,C2;
cool,B1;
damp,B2;
environmentally friendly,B2;
ecology,C1;
fat,A1;
fair,A2;
elderly,B1;
elegant,B2;
crazy,A2;
cruel,B1;
difficult,B1;
crazy,B2;
dear,B2;
desperate,B2;
down,B2;
eager,B2;
expert,B2;
cool,C1;
devastated,C1;
distant,C1;
FALSE,C1;
cool,C2;
defensive,C2;
diplomatic,C2;
eccentric,C2;
eminent,C2;
contempt,C2;
consider,C2;
diplomatic,C1;
extreme,C2;
council,B2;
family,A1;
family,B1;
down,C1;
Dr,A2;
committee,B2;
crew,B2;
drunk,B2;
disposable,C2;
disloyal,C2;
disadvantaged,C1;
disgusted,C1;
disillusioned,C2;
disruptive,C2;
fashionable,B1;
considerable,B2;
essential,B1;
controversial,B2;
conventional,B2;
crucial,B2;
external,B2;
confidential,C1;
electrical,C1;
commercial,C2;
continental,C2;
essential,C2;
ethical,C2;
exceptional,C2;
experimental,C2;
dominant,C1;
crowded,A2;
dressed,A2;
complicated,B1;
depressed,B1;
dressed,B1;
confused,B2;
detailed,B2;
divided,B2;
educated,B2;
endangered,B2;
estimated,B2;
concerned,C2;
disturbed,C2;
engrossed,C2;
convenient,B1;
efficient,B1;
confident,B2;
dependent,B2;
consistent,C2;
faithful,B2;
eventful,C2;
faithful,C2;
edible,C1;
eligible,C1;
dramatic,B2;
exotic,B2;
ethnic,C1;
dynamic,C2;
electric,C2;
demanding,B2;
entertaining,B2;
existing,B2;
convincing,C1;
comforting,C2;
corresponding,C2;
cunning,C2;
disturbing,C2;
condition,B1;
fascination,C1;
condition,C2;
diversity,C1;
expensive,A1;
communicative,B2;
effective,B2;
exclusive,B2;
comparative,C1;
comprehensive,C1;
conservative,C1;
constructive,C1;
decisive,C1;
distinctive,C1;
excessive,C1;
exclusive,C1;
exhaustive,C1;
compulsive,C2;
conclusive,C2;
consecutive,C2;
elusive,C2;
endless,B2;
countless,C1;
daily,A2;
easily,A2;
correctly,B1;
definitely,B1;
differently,B1;
directly,B1;
comfortably,B2;
considerably,B2;
constantly,B2;
continuously,B2;
conveniently,B2;
critically,B2;
culturally,B2;
curiously,B2;
currently,B2;
deliberately,B2;
directly,B2;
dramatically,B2;
effectively,B2;
efficiently,B2;
equally,B2;
especially,B2;
essentially,B2;
eventually,B2;
fairly,B2;
commonly,C1;
comprehensively,C1;
continually,C1;
easily,C1;
equally,C1;
exclusively,C1;
conclusively,C2;
consistently,C2;
diplomatically,C2;
effectively,C2;
department,A2;
delicious,B1;
continuous,B2;
dusty,B1;
contradictory,C2;
difficult,A1;
easy,A1;
fast,A1;
correct,A2;
dark,A2;
dead,A2;
early,A2;
empty,A2;
common,B1;
correct,B1;
cosy,B1;
due,B1;
dull,B1;
duty-free,B1;
early,B1;
eastern,B1;
face-to-face,B1;
familiar,B1;
complex,B2;
compulsory,B2;
constant,B2;
contemporary,B2;
current,B2;
dead,B2;
deadly,B2;
definite,B2;
deliberate,B2;
direct,B2;
diverse,B2;
eastern,B2;
expected,B2;
common,C1;
concrete,C1;
considerate,C1;
continual,C1;
corporate,C1;
cosmopolitan,C1;
customary,C1;
cutting-edge,C1;
dark,C1;
day-to-day,C1;
dedicated,C1;
delicate,C1;
deprived,C1;
deserted,C1;
devastating,C1;
distinct,C1;
distressed,C1;
down-to-earth,C1;
downward,C1;
drastic,C1;
dual,C1;
empty,C1;
excess,C1;
extinct,C1;
complimentary,C2;
concrete,C2;
constant,C2;
contrary,C2;
crude,C2;
dazed,C2;
dazzling,C2;
deceptive,C2;
dedicated,C2;
deep,C2;
definitive,C2;
delicate,C2;
detrimental,C2;
devastating,C2;
discreet,C2;
distant,C2;
distinct,C2;
dubious,C2;
eventual,C2;
explicit,C2;
exquisite,C2;
early,A1;
enough,A2;
even,A2;
ever,A2;
everywhere,A2;
far,A2;
fast,A2;
either,B1;
even,B1;
face to face,B1;
elsewhere,B2;
downwards,C1;
drastically,C1;
exceptionally,C1;
decisively,C2;
downhill,C2;
fast,C2;
crowd,A2;
crew,B1;
end,B2;
enemy,B2;
fall,B2;
elite,C1;
fall,C1;
consensus,C2;
crystal,C2;
essence,C2;
exile,C2;
correct,B2;
drown,B2;
elect,B2;
entitle,B2;
establish,B2;
crowd,C1;
dictate,C1;
dissolve,C1;
embrace,C1;
entitle,C1;
evolve,C1;
concede,C2;
drown,C2;
establish,C2;
exhibit,C2;
goalkeeper,B1;
grant,B2;
gender,B2;
guy,A2;
guts,B2;
granddad,A2;
grandma,A2;
grandpa,A2;
granny,A2;
insert,C1;
inhabit,C2;
garment,C1;
infant,C2;
inquiry,C2;
infer,C2;
gang,C2;
heaven,B2;
guts,C2;
get,B2;
hit,C2;
intolerance,C2;
impatience,C2;
intruder,C2;
installation,C1;
interaction,C1;
import,C1;
import,C2;
insomnia,C2;
invade,B2;
introvert,C2;
input,B2;
interval,B1;
interfere,B2;
intervene,C2;
guidance,B2;
insurance,B2;
ignorance,C2;
independence,B2;
intelligence,B2;
innocence,C2;
influence,B2;
freezer,B1;
heater,B1;
helper,B2;
footballer,A2;
firefighter,B1;
feeling,B1;
greeting,B1;
handwriting,B1;
heating,A2;
funding,C1;
ironing,B1;
fighting,B2;
feeling,B2;
fishing,A2;
ice skating,B1;
illustration,C1;
infection,B2;
introduction,B2;
identification,A2;
information,A2;
invitation,A2;
institution,B2;
inflation,B2;
identification,B2;
invasion,B2;
impression,B2;
imagination,B1;
frustration,B2;
inspiration,B2;
irritation,C2;
generation,B2;
immigration,B1;
immigration,B2;
generosity,B2;
hostility,C2;
humanity,C2;
humility,C2;
integrity,C2;
identity,B2;
hospitality,C1;
imprisonment,C2;
investment,B2;
fulfilment,C2;
government,B2;
illness,B1;
fitness,B1;
illness,B2;
happiness,B1;
greatness,B2;
investor,B2;
instructor,B1;
inspector,B2;
friendship,B1;
fish,A1;
horse,A1;
insect,A2;
fly,B1;
frog,B1;
giraffe,B1;
goat,B1;
feather,B2;
fox,B2;
horn,C1;
fur,B1;
film,A1;
guitar,A1;
instrument,A2;
festival,B1;
flute,B1;
gallery,B1;
headline,B1;
hero,B1;
guest,B2;
image,B2;
issue,B2;
index,C1;
feature,C2;
flashback,C2;
house,C2;
hip-hop,A2;
fiction,B1;
folk,B1;
harmony,C2;
graphics,B1;
go,B2;
foot,A1;
hand,A1;
head,A1;
finger,A2;
headache,A2;
heart,A2;
forehead,B1;
heart attack,B1;
human,B1;
fingernail,B2;
gum,B2;
heel,B2;
hip,B2;
gene,C1;
fist,C2;
health,A2;
flu,B1;
health care,C1;
fever,B1;
injury,B2;
immune system,C2;
hurt,A2;
freeze,B2;
have,A1;
have,A2;
infect,C1;
infect,C2;
heal,B2;
hat,A1;
glove,A2;
handbag,A2;
heel,B1;
helmet,B2;
hood,B2;
gear,B2;
glasses,A1;
file,A2;
form,A2;
ID card,A2;
figure,B1;
form,B1;
full stop,B1;
guess,B1;
identity card,B1;
inquiry,B1;
interview,B1;
issue,B1;
fight,B2;
first language,B2;
graph,B2;
handout,B2;
hint,B2;
hyphen,B2;
idiom,B2;
insult,B2;
groan,C2;
grammar,A2;
feedback,B2;
fluency,B2;
gossip,B2;
ID,A2;
ink,B1;
implication,C2;
inverted commas,B2;
insist,B1;
insist,B2;
invite,A1;
give,A2;
get,B1;
greet,B1;
inform,B1;
guarantee,B2;
highlight,B2;
indicate,B2;
invent,B2;
illustrate,C1;
instruct,C1;
interpret,C1;
invite,C1;
imply,C2;
introduce,C2;
guess,A2;
forgive,B1;
hear,B1;
interrupt,B1;
inquire,B2;
interpret,B2;
gang,B2;
guilt,B2;
gram,A2;
foot,B1;
inch,B1;
glass,A1;
green,A2;
grey,A2;
height,B1;
increase,B2;
increase,B1;
grade,B1;
field,B2;
graduate,B2;
homework,A1;
history,A2;
gym,B1;
instruct,C2;
fork,A2;
fridge,A2;
grape,A2;
frying pan,B1;
grill,B1;
feast,C1;
garlic,A2;
ham,A2;
honey,A2;
flour,B1;
hunger,B1;
fibre,C1;
food,A1;
fruit,A1;
ice cream,A1;
flavour,B1;
freeze,B1;
fry,B1;
flat,A1;
garden,A1;
house,A1;
floor,A2;
garage,A2;
gate,A2;
hall,A2;
fire station,B1;
frame,B1;
hut,B1;
iron,B1;
fence,B2;
frame,B2;
hook,B2;
furniture,A2;
flesh,C2;
home,A1;
the first floor,B1;
the ground floor,B1;
fee,B1;
grant,B1;
fortune,B2;
fund,C1;
finance,B2;
interest,C1;
flower,A1;
field,A2;
hill,A2;
island,A2;
flood,B1;
forecast,B1;
hedge,B2;
habitat,C1;
iceberg,C1;
grass,A1;
geography,A2;
gold,A2;
ice,A2;
heat,B1;
global warming,B2;
ground,B2;
hail,C2;
fog,A2;
forest,A2;
frost,B2;
gas,B2;
harvest,B2;
grow,A2;
fight,B1;
hug,B1;
glance,B2;
help,A2;
housework,B1;
habit,B1;
grip,B2;
hold,B2;
gaze,C2;
fish,B1;
hide,B1;
hesitate,B2;
giggle,C2;
glare,C2;
grin,C2;
find,A1;
give,A1;
find,A2;
get,A2;
hear,A2;
hit,A2;
hold,A2;
fetch,B1;
finish,B1;
fix,B1;
follow,B1;
give,B1;
hand,B1;
handle,B1;
hit,B1;
hold,B1;
imagine,B1;
install,B1;
invent,B1;
fit,B2;
fix,B2;
forbid,B2;
force,B2;
found,B2;
free,B2;
gather,B2;
guard,B2;
identify,B2;
ignore,B2;
implement,B2;
introduce,B2;
grasp,C1;
imitate,C1;
impose,C1;
inspect,C1;
force,C2;
haul,C2;
initiate,C2;
finish,A1;
hear,A1;
help,A1;
fill,A2;
follow,A2;
hurry,A2;
improve,A2;
fold,B1;
grab,B1;
hang,B1;
fire,B2;
hunt,B2;
invest,B2;
flee,C1;
form,C2;
girl,A1;
haircut,B1;
feature,B2;
figure,B2;
grown-up,B2;
fringe,C2;
hair,A1;
grow,B1;
favourite,B1;
fool,B1;
head,B1;
idea,B1;
gentleman,B2;
idiot,B2;
fun,A1;
grief,B2;
honesty,B2;
honour,B2;
horror,B2;
humour,B2;
hatred,C1;
initiative,C1;
hypocrisy,C2;
fear,B1;
heart,B1;
hope,B1;
freedom,B2;
hate,A2;
interest,B1;
fear,B2;
feel,B2;
impress,B2;
inspire,B2;
irritate,C1;
hope,A2;
feel,B1;
hurt,B1;
friend,A1;
husband,A1;
girlfriend,A2;
grandchild,A2;
granddaughter,A2;
grandfather,A2;
grandmother,A2;
grandparent,A2;
grandson,A2;
guest,A2;
girlfriend,B1;
groom,B1;
funeral,B2;
host,B2;
football,A1;
game,A1;
game,A2;
goal,A2;
hobby,A2;
field,B1;
final,B1;
go,B1;
favourite,C2;
foul,C2;
golf,A2;
hockey,A2;
gymnastics,B1;
ice hockey,B1;
goods,B1;
folder,B1;
hard drive,B2;
hit,B2;
icon,B2;
IT,A2;
hardware,B1;
flash,B2;
go,C2;
generate,B2;
Google,B2;
flight,A2;
guidebook,A2;
helicopter,A2;
ferry,B1;
garage,B1;
gate,B1;
harbour,B1;
horn,B2;
holiday,A1;
fly,A1;
go,A1;
fly,A2;
fly,C2;
guide,A2;
firm,B1;
guard,B1;
industry,B1;
fisherman,B2;
giant,C2;
industry,B2;
head,B2;
haunt,B2;
indifference,C2;
inconvenience,C1;
interference,C1;
interference,C2;
integration,C1;
inclusion,C1;
inhibition,C2;
intrusion,C2;
intervention,C2;
impossibility,C2;
inferiority,C2;
insecurity,C2;
inequality,C2;
inability,C1;
import,B2;
inferior,C2;
influx,C2;
inaccuracy,C1;
injustice,C1;
insight,C1;
intrude,C2;
invade,C1;
inherit,C2;
invade,C2;
integrate,C1;
interval,C2;
interact,B2;
interfere,C1;
importance,B1;
inheritance,C2;
innocence,C1;
headteacher,A2;
foreigner,B1;
hairdresser,B1;
hairdryer,B1;
gardener,B2;
follower,C2;
founder,C2;
further,C2;
gardening,B2;
hunting,B2;
housing,C1;
generation,B1;
foundation,C1;
foundation,C2;
fraction,C2;
imitation,C2;
inspiration,C2;
institution,C2;
industrialization,C1;
isolation,C1;
implementation,C2;
isolation,C2;
invention,B1;
intention,B2;
interruption,B2;
investigation,B2;
generalization,C1;
indication,C1;
innovation,C1;
inspection,C1;
hesitation,C2;
illustration,C2;
inclination,C2;
indication,C2;
inspection,C2;
intuition,C2;
invasion,C2;
introduction,C1;
invitation,C2;
guitarist,B1;
flexibility,B2;
humanity,C1;
individuality,C2;
intensity,C2;
imperative,B2;
generalize,C1;
improvement,B1;
harassment,C1;
involvement,B2;
friendliness,B2;
forgiveness,C2;
goodness,C2;
homelessness,C2;
inventor,B2;
investigator,B2;
indicator,C2;
hardship,C1;
gambling,B2;
hotel,A1;
hour,A1;
first name,A2;
folder,A2;
friend,A2;
gift,A2;
head,A2;
housewife,A2;
idea,A2;
favour,B1;
fifth,B1;
film-maker,B1;
fine,B1;
fire,B1;
firework,B1;
flag,B1;
floor,B1;
fountain,B1;
gap,B1;
goal,B1;
ground,B1;
guide,B1;
gun,B1;
handkerchief,B1;
herb,B1;
hole,B1;
honeymoon,B1;
hostel,B1;
indefinite article,B1;
infinitive,B1;
fault,B2;
female,B2;
flame,B2;
form,B2;
function,B2;
gap,B2;
grave,B2;
hair,B2;
hammer,B2;
handle,B2;
heart,B2;
immigrant,B2;
incident,B2;
individual,B2;
institute,B2;
interior,B2;
figure,C1;
flaw,C1;
fleet,C1;
footstep,C1;
format,C1;
formula,C1;
function,C1;
gadget,C1;
gathering,C1;
genius,C1;
gerund,C1;
gesture,C1;
giant,C1;
gift,C1;
glimpse,C1;
grill,C1;
hazard,C1;
heading,C1;
historian,C1;
home,C1;
idol,C1;
implication,C1;
instance,C1;
instrument,C1;
feat,C2;
field,C2;
filter,C2;
fireplace,C2;
flash,C2;
flood,C2;
forgery,C2;
framework,C2;
fraud,C2;
frown,C2;
future,C2;
gamble,C2;
gasp,C2;
gulf,C2;
head,C2;
heir,C2;
hierarchy,C2;
horizon,C2;
horn,C2;
host,C2;
hostage,C2;
hypothesis,C2;
idol,C2;
illusion,C2;
image,C2;
impulse,C2;
individual,C2;
instruction,C2;
instrument,C2;
gas,A2;
handball,B1;
genetics,B2;
good,B2;
harm,B2;
harmony,B2;
hunger,B2;
friction,C1;
geology,C1;
glamour,C1;
globalization,C1;
glory,C1;
grace,C1;
greed,C1;
hate,C1;
hygiene,C1;
fever,C2;
fire,C2;
flair,C2;
focus,C2;
genius,C2;
glue,C2;
good,C2;
grace,C2;
heritage,C2;
infancy,C2;
February,A1;
Friday,A1;
hospital,A1;
fire,A2;
fuel,B1;
habit,B2;
income,B2;
gain,C1;
fluid,C2;
fragrance,C2;
gain,C2;
guarantee,C2;
incentive,C2;
instinct,C2;
intellect,C2;
interest,C2;
human rights,B2;
fumes,C1;
grounds,C2;
the first person,B2;
help,B2;
flair,C1;
flow,C1;
hunger,C1;
idea,C1;
film,C2;
flavour,C2;
glow,C2;
grasp,C2;
happen,A2;
float,B1;
flow,B1;
hitchhike,B1;
feed,C1;
hop,C1;
flourish,C2;
fluctuate,C2;
gesture,C2;
hang,C2;
hop,C2;
get,A1;
forget,A2;
include,A2;
fax,B1;
feed,B1;
fill,B1;
find,B1;
forget,B1;
gain,B1;
have,B1;
hire,B1;
injure,B1;
intend,B1;
introduce,B1;
involve,B1;
fine,B2;
fool,B2;
frighten,B2;
grab,B2;
hang,B2;
illustrate,B2;
imagine,B2;
interrupt,B2;
involve,B2;
fill,C1;
fit,C1;
follow,C1;
foresee,C1;
gather,C1;
group,C1;
head,C1;
hit,C1;
hold,C1;
host,C1;
imprison,C1;
indicate,C1;
favour,C2;
figure,C2;
formulate,C2;
found,C2;
greet,C2;
grip,C2;
handle,C2;
hinder,C2;
incorporate,C2;
incur,C2;
indulge,C2;
invite,C2;
feel,A1;
film,B1;
fit,B1;
hunt,B1;
flood,B2;
fly,B2;
govern,B2;
investigate,B2;
flatten,C2;
hum,C2;
intensify,C2;
ghost,B1;
god,B2;
hell,B2;
impolite,B2;
incredible,B1;
industrious,C2;
frozen,B1;
great,A1;
half,B2;
full,B2;
golden,A2;
humour,C2;
fed up,B2;
inseparable,C2;
insane,C1;
irregular,B1;
fraudulent,C2;
imperative,C2;
formerly,B2;
handy,C2;
ill,C1;
foremost,C2;
indeed,C2;
intent,C2;
fun,A2;
heavenly,C1;
hot,C1;
incurable,C2;
intolerable,C2;
illegal,B2;
impersonal,C1;
